"File","Type","Constant","OriginalValue","Value1","Value2","Value3","Value4","Value5","Value6","Description"
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_ODDS_HUNT_FIRE_SUPPORT_AMBUSH","115","75","95","105","125","135","155","Доп. ambush множитель marksman/heavy в hunt."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_RANGE_DEFAULT","9","4","7","8","10","11","14","Базовая preferred engagement range до учета роли."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_RANGE_MARKSMAN","13","6","10","12","14","16","20","Preferred range для marksman."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_RANGE_HEAVY","12","6","9","11","13","15","18","Preferred range для heavy."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_RANGE_ASSAULT","8","4","6","7","9","10","12","Preferred range для assault."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_RANGE_MELEE","3","2","4","1","5","0","6","Preferred range для melee."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_RANGE_SUPPORT","10","5","8","9","11","12","15","Preferred range для support."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_RANGE_ACCURATE_AIMED","100","50","75","99","101","125","150","Aimed accuracy, дающая бонус к preferred range."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_RANGE_GOOD_FIRING","60","30","45","59","61","75","90","Firing skill, нужный для бонуса дальности с точным оружием."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_RANGE_ACCURATE_BONUS","1","0","2","3","4","5","6","Добавка дальности за точное aimed оружие."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_RANGE_AUTO_AIMED_LIMIT","90","45","68","89","91","112","135","Aimed accuracy ниже которой auto weapon считается ближним."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_RANGE_AUTO_PENALTY","2","1","3","0","4","5","6","Снижение дальности для auto-оружия с неточным aimed."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_RANGE_OVERWEIGHT_BONUS","2","1","3","0","4","5","6","Добавка preferred range для оружия тяжелее strength."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_RANGE_LOW_FIRING","45","22","34","44","46","56","68","Firing ниже этого значения уменьшает preferred range."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_RANGE_HIGH_FIRING","70","35","52","69","71","88","105","Firing выше этого значения увеличивает preferred range."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_RANGE_LOW_FIRING_PENALTY","2","1","3","0","4","5","6","Штраф preferred range для низкого firing."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_RANGE_HIGH_FIRING_BONUS","1","0","2","3","4","5","6","Бонус preferred range для высокого firing."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_RANGE_MIN","3","2","4","1","5","0","6","Нижняя граница preferred engagement range."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_RANGE_MAX","15","8","11","14","16","19","22","Верхняя граница preferred engagement range."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_WEAPON_POWER_SCORE","3","2","0","8","4","1","5","Вес raw weapon power в scoreWeaponForUnit."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_WEAPON_MIN_SKILL","30","15","22","27","33","38","45","Минимальный skill, используемый при оценке точности оружия."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_WEAPON_SNAP_SCALE","60","30","45","54","66","75","90","Делитель snap accuracy вклада в scoreWeaponForUnit."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_WEAPON_AIMED_SCALE","90","45","68","81","99","112","135","Делитель aimed accuracy вклада в scoreWeaponForUnit."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_WEAPON_AUTO_SCALE","80","40","60","72","88","100","120","Делитель auto accuracy вклада в scoreWeaponForUnit."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_WEAPON_MELEE_SCALE","70","35","52","63","77","88","105","Делитель melee accuracy вклада в scoreWeaponForUnit."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_WEAPON_MELEE_PENALTY","180","90","135","162","198","225","270","Штраф melee weapon при выборе carried weapon."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_WEAPON_WAYPOINT_BONUS","80","40","60","72","88","100","120","Бонус waypoint/blaster-like оружия."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_WEAPON_EXPLOSIVE_RADIUS_BONUS","18","9","14","17","19","22","27","Бонус оружия за blast radius ammo."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_WEAPON_OVERWEIGHT_PENALTY","25","18","21","20","30","29","32","Штраф за каждый weight сверх strength."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_WEAPON_WEIGHT_PENALTY","2","1","0","7","3","4","5","Базовый штраф за вес оружия."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_WEAPON_NO_AMMO_PENALTY","250","125","188","225","275","312","375","Штраф unloaded ammo weapon."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_EQUIP_SAFE_REQUIRED_GAIN","40","20","30","36","44","50","60","Минимальный выигрыш score для смены оружия без известных врагов."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_EQUIP_CONTACT_REQUIRED_GAIN","160","80","120","144","176","200","240","Минимальный выигрыш score для смены оружия при известных врагах."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_GRENADE_REJECT_CUTOFF","-50000","-25000","-37500","-45000","-55000","-62500","-75000","Score ниже которого grenade/proximity target считается reject."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_GRENADE_PROXIMITY_BASE_SCORE","20","10","15","18","22","25","30","Базовый score proximity grenade target."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_GRENADE_MIN_EVACUATE_TU","8","6","7","3","13","9","10","Минимальный TU для выхода из blast radius."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_GRENADE_EVACUATE_TU_PER_STEP","6","3","4","5","7","8","9","TU на шаг эвакуации из blast radius."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_GRENADE_RISKY_EVACUATE_EXTRA_TU","10","7","8","5","15","12","13","Доп. TU запас, чтобы эвакуация не считалась рискованной."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_GRENADE_ALLY_BASE_PENALTY","65","32","49","58","72","81","98","Базовый штраф за союзника в blast radius."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_GRENADE_ALLY_RADIUS_PENALTY","18","9","14","17","19","22","27","Доп. штраф за близость союзника к центру blast."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_GRENADE_UNIT_BASE_SCORE","90","45","68","81","99","112","135","Базовый score врага в blast radius."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_GRENADE_WOUNDED_HEALTH_BONUS_BASE","90","63","76","85","95","103","117","Health benchmark для бонуса по раненым целям."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_GRENADE_DURABLE_BONUS","110","55","82","99","121","138","165","Бонус score за durable target."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_GRENADE_VERY_DURABLE_BONUS","90","45","68","81","99","112","135","Бонус score за very durable target."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_GRENADE_WEAPON_DANGER_BONUS_CAP","160","112","136","155","165","184","208","Максимальный бонус grenade score за опасное оружие врага."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_GRENADE_WEAPON_DANGER_BONUS_BASE","70","49","60","65","75","80","91","База вычитания из enemy weapon danger для бонуса."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_GRENADE_TARGET_DISTANCE_PENALTY","8","4","6","7","9","10","12","Штраф grenade unit score за дистанцию цели от центра blast."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_GRENADE_OLD_EFFICACY_SCORE","120","60","90","108","132","150","180","Вес старой explosiveEfficacy в grenade score."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_GRENADE_SCATTER_MIN_SCORE","235","118","176","212","258","294","352","Минимальный score для scatter-risk throw по неидеальной цели."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_GRENADE_RISKY_ALLY_MIN_SCORE","360","180","270","324","396","450","540","Минимальный score при risky evacuatable allies."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_GRENADE_SINGLE_EMPTY_TILE_PENALTY","60","30","45","59","61","75","90","Штраф single-target throw, если в target tile нет врага."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_GRENADE_SINGLE_DURABLE_HEALTH","60","42","51","55","65","69","78","Health одиночной цели для первого durable bonus."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_GRENADE_SINGLE_DURABLE_BONUS","150","75","112","135","165","188","225","Бонус single-target grenade за durable target."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_GRENADE_SINGLE_VERY_DURABLE_WEAPON","120","60","90","108","132","150","180","Weapon danger одиночной цели для very durable bonus."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_LOG_TURN_LIMIT","3","2","4","1","5","0","6","Последний ранний ход, когда логируются proximity skips."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_LOG_KNOWN_ENEMIES","8","4","6","7","9","10","12","Known enemies для early proximity diagnostics."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_THROW_LIMIT_MIN","6","3","4","5","7","8","9","Минимальный throw limit для proximity/grenade throw."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_THROW_ACCURACY_DIVISOR","12","10","11","13","14","15","17","Делитель accuracy в throw limit."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_STAGED_THROW_BONUS","1","0","2","3","4","5","6","Доп. дальность для staged proximity throw."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_NEARBY_MINE_MARGIN","2","1","3","0","4","5","6","Радиус поиска уже поставленной mine сверх blast radius."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_EARLY_HOSTILE_MIN","8","4","6","7","9","10","12","Минимум hostile для early field mine."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_ROOM_TILE_LIMIT","160","80","120","159","161","200","240","Максимальный размер обычной комнаты для mineable room."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_ROOM_ENTRY_LIMIT","32","16","24","31","33","40","48","Максимум entry positions обычной комнаты для mineable room."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_HALL_TILE_LIMIT","80","40","60","79","81","100","120","Максимальный размер hall для mineable proximity room."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_HALL_ENTRY_LIMIT","18","9","14","17","19","22","27","Максимум entry positions hall для mineable room."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_FIELD_ENTRY_LIMIT","8","4","6","7","9","10","12","Entry threshold, после которого early plan считается field mine."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_FIELD_ROOM_TILE_LIMIT","120","60","90","119","121","150","180","Room size threshold для field mine."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_FIELD_ALLY_DISTANCE","7","4","5","6","8","9","10","Ally distance threshold для field mine."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_WORTH_ENEMIES","2","1","3","0","4","5","6","Минимум enemiesInRoom для worthwhile mine contact."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_WORTH_ENTRY_LIMIT","3","2","4","1","5","0","6","Entry threshold, делающий contact worthy для mine."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_WORTH_HEALTH","80","56","68","75","85","92","104","Health threshold, делающий contact worthy для mine."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_ARMOR_POWER_NUM","2","1","0","7","3","4","5","Числитель armor/power threshold для worthy mine contact."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_ARMOR_POWER_DEN","3","1","2","4","5","6","8","Знаменатель armor/power threshold для worthy mine contact."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_FIELD_THREAT","120","84","102","115","125","138","156","Threat threshold для field mine contact."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_ROOM_THREAT","145","102","123","140","150","167","188","Threat threshold для room mine contact."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_BASE_MOVE_RADIUS","10","5","8","9","11","12","15","Базовый enemy move radius для mine planning."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_MOVE_RADIUS_ENEMY_CAP","6","3","4","5","7","8","9","Максимальная добавка enemy count к move radius."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_MOVE_RADIUS_PER_ENEMY","2","1","3","0","4","5","6","Добавка move radius за врага в комнате."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_MOVE_RADIUS_MIN","6","3","4","5","7","8","9","Нижняя граница move radius по TU врага."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_MOVE_RADIUS_MAX","18","9","14","17","19","22","27","Верхняя граница move radius по TU врага."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_MOVE_RADIUS_TU_DIVISOR","4","2","3","5","6","7","9","Делитель TU врага при оценке move radius."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_TACTICAL_BASE_SCORE","115","58","86","104","127","144","172","Базовый tactical score для proximity mine candidate."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_RADIUS_SCORE","10","5","8","9","11","12","15","Вклад radius в tactical score proximity mine."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_ROOM_ENEMY_SCORE_CAP","90","45","68","81","99","112","135","Максимальный бонус tactical score за enemiesInRoom."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_ROOM_ENEMY_SCORE","40","20","30","36","44","50","60","Бонус tactical score за врага в комнате."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_THREAT_SCORE_CAP","90","63","76","85","95","103","117","Максимальный бонус tactical score за contactThreat."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_THREAT_SCORE_DIVISOR","3","1","2","4","5","6","8","Делитель contactThreat для tactical score."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_BEHIND_TARGET_PENALTY","140","70","105","126","154","175","210","Штраф mine candidate, если он позади направления на контакт."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_DOT_SCORE_CAP","95","48","71","86","105","119","142","Максимальный бонус за продвижение вдоль линии к контакту."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_DOT_SCORE_DIVISOR","2","1","3","4","5","7","6","Делитель dot product для score."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_CROSS_PENALTY_CAP","130","65","98","117","143","162","195","Максимальный штраф за боковое отклонение от линии контакта."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_CROSS_PENALTY","3","2","4","1","5","0","6","Множитель cross deviation penalty."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_PATH_PROGRESS_SCORE","8","4","6","7","9","10","12","Бонус за продвижение mine target к contact path."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_THROW_ACCURACY_SCORE_CAP","60","42","51","55","65","69","78","Максимальный бонус за throw accuracy."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_THROW_ACCURACY_BASE","50","35","42","45","55","57","65","Accuracy baseline для бонуса throw accuracy."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_NARROW_ENTRY_LIMIT","2","1","3","0","4","5","6","Entries threshold для narrow-entry bonus."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_NARROW_ENTRY_BONUS","45","22","34","40","50","56","68","Tactical bonus за узкий вход."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_ROOM_EXIT_BONUS","35","18","26","32","38","44","52","Tactical bonus за target вне той же комнаты/field mine."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_CONTACT_OVERSHOOT_PENALTY","15","8","11","14","16","19","22","Штраф за mine target дальше enemy move radius."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_CONTACT_CLOSE_LIMIT","1","0","2","3","4","5","6","Дистанция слишком близко к контакту."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_CONTACT_CLOSE_PENALTY","70","35","52","63","77","88","105","Штраф за слишком близкий mine target."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_FIELD_ALLY_SAFE_DISTANCE","7","4","5","6","8","9","10","Желаемая дистанция field mine от ally anchor."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_FIELD_ALLY_PENALTY","30","15","22","27","33","38","45","Штраф за близость field mine к ally anchor."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_NON_HALL_BONUS","25","12","19","22","28","31","38","Бонус proximity target в комнате, не hall."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_LOW_THROW_ACCURACY","65","46","55","60","70","75","84","Accuracy threshold для too-far throw penalty."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_FIELD_RELAXED_KNOWN_ENEMIES","12","6","9","11","13","15","18","Known enemies, при которых field mine разрешает дальний бросок."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_MIN_SCORE","125","62","94","112","138","156","188","Минимальный score для немедленной постановки proximity mine."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_STAGE_MIN_SCORE","130","65","98","117","143","162","195","Минимальный score staged mine target."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_PROXIMITY_STAGE_MOVE_MIN_SCORE","150","75","112","135","165","188","225","Минимальный score движения для staged mine."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_MEMORY_TURNS","5","2","4","6","8","3","7","Сколько ходов smoke plan считается актуальным, чтобы не задымлять одну точку повторно."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_CONTACT_MEMORY_DISTANCE","14","7","10","13","15","18","21","Дистанция совпадения enemy contact для smoke memory."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_TARGET_MEMORY_DISTANCE","10","5","8","9","11","12","15","Дистанция совпадения smoke target для smoke memory."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_MIN_RADIUS","2","1","3","0","4","5","6","Минимальный radius, при котором grenade считается полезной дымовой."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_PICKUP_TU_BUFFER","0","5","1","2","3","4","6","Дополнительный TU буфер для smoke throw сверх pickup/prime."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_MIN_THROW_RESERVE","4","2","3","5","6","1","7","Минимальный TU остаток после броска дыма."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_INITIAL_TURN_LIMIT","3","2","4","1","5","0","6","Ходы, когда smoke screen особо полезен для выхода из стартовой зоны."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_INITIAL_KNOWN_ENEMIES","3","2","4","1","5","0","6","Known enemies для раннего smoke screen даже без spotting."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_PRESSURE_EXPOSURE","90","45","68","81","99","112","135","Exposure, с которого дым можно бросать под прямым давлением."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_HIGH_EXPOSURE","120","60","90","108","132","150","180","Exposure, с которого дым почти всегда оправдан без хорошего выстрела."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_SUPPORT_IDLE_MIN_ALLIES","5","2","4","6","8","3","7","Размер отряда, при котором idle/hold в начале может инициировать дым."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_ROOM_ENTRY_LIMIT","4","2","3","5","6","1","7","Максимум входов в комнату, при котором smoke breach наиболее полезен."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_ROOM_TILE_LIMIT","160","80","120","159","161","200","240","Максимальный размер комнаты для smoke breach."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_TARGET_SMOKE_LIMIT","0","1","2","3","4","5","6","Если target tile уже задымлен, повторный дым не нужен."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_MAX_THROW_DISTANCE","10","5","8","9","11","12","15","Максимальная дистанция до smoke target, чтобы не бросать дым в дальний контакт."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_INITIAL_EXIT_SCAN_RADIUS","4","2","3","5","6","1","7","Радиус поиска нижнего выхода/рампы для стартового дыма."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_INITIAL_EXIT_MAX_ALLY_DISTANCE","3","2","4","1","5","0","6","Дистанция от союзника до нижнего выхода, чтобы считать tile стартовой зоной."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_INITIAL_EXIT_MIN_THROW_DISTANCE","2","1","3","0","4","5","6","Минимальная дальность стартового дыма, чтобы не класть его прямо в рампу под ногами."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_INITIAL_COVER_MEMORY_DISTANCE","8","4","6","7","9","10","12","Дистанция от unit до стартового smoke plan, где нужно активнее выходить через дым."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_EXIT_MOVE_DISTANCE","6","3","4","5","7","8","9","Максимальная длина принудительного выхода через стартовый дым."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_EXIT_RESERVE_TU","14","7","10","13","15","18","21","Запас TU после выхода через дым, чтобы боец мог присесть/среагировать позже."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_EXIT_MIN_SCORE","110","55","82","99","121","138","165","Минимальный score для принудительного выхода, если Escape ничего полезного не делает."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_EXIT_LOWER_LEVEL_BONUS","220","110","165","198","242","275","330","Бонус клеткам ниже стартовой зоны: это фактический выход из транспорта."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_ALLY_BLIND_RADIUS","2","1","3","0","4","5","6","Радиус вокруг союзника, куда нельзя класть центр дыма."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_ALLY_BLIND_PENALTY","180","90","135","162","198","225","270","Штраф за задымление союзника/огневой позиции."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_INITIAL_ALLY_BLIND_PENALTY","35","18","26","32","38","44","52","Смягченный штраф союзников для стартового дыма у выхода."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_FIRELINE_SCORE","90","45","68","81","99","112","135","Бонус target, который снижает текущие fire lines."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_SPOTTER_SCORE","120","60","90","108","132","150","180","Бонус target при текущем spotting."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_EXPOSURE_SCORE_DIVISOR","2","1","3","4","5","7","6","Делитель current exposure для smoke score."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_CONTACT_DISTANCE_SCORE","6","3","4","5","7","8","9","Вес близости smoke target к contact."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_SELF_DISTANCE_PENALTY","7","4","5","6","8","9","10","Штраф за дальность броска дыма от unit."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_CENTER_PATH_BONUS","45","22","34","40","50","56","68","Бонус за target между unit/отрядом и contact."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_ENTRY_BONUS","80","40","60","72","88","100","120","Бонус entry tile при smoke breach."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_INITIAL_BONUS","70","35","52","63","77","88","105","Бонус раннего выхода из стартовой зоны."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_SIEGE_BONUS","85","42","64","76","94","106","128","Бонус smoke breach для siege room."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_SURVIVE_BONUS","100","50","75","90","110","125","150","Бонус дыма в survive/retreat."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_GOOD_SHOT_VISIBLE_LIMIT","1","0","2","3","4","5","6","Видимые враги, при которых дым запрещен если есть хороший выстрел."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_MIN_SCORE","260","130","195","234","286","325","390","Минимальный score для аварийного броска дыма."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_BREACH_MIN_SCORE","200","100","150","180","220","250","300","Минимальный score для smoke breach у опасной комнаты."
"src\Battlescape\PlayerFactionAI.cpp","int","PLAYER_AI_SMOKE_INITIAL_MIN_SCORE","50","25","38","45","55","62","75","Минимальный score для стартового smoke screen."
"src\Battlescape\PlayerFactionAI.cpp","double","PLAYER_AI_GEOMETRY_EPSILON","0.1","0.01","0.05","0.075","0.15","0.2","0.3","Малый epsilon для проверок вырожденных 2D-векторов."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_OPEN_ROOM_TILE_LIMIT","90","45","68","89","91","112","135","Размер комнаты, после которого planner трактует ее как открытую зону."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_BASE_ENEMY_THREAT","40","28","34","35","45","46","52","Базовая угроза любого активного hostile."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_ARMED_THREAT_BONUS","35","24","30","40","46","34","36","Бонус угрозы за оружие в основной руке."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_MELEE_THREAT_BONUS","20","14","17","15","25","23","26","Бонус угрозы за melee-оружие."
